reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
34082366-9083-4281-8319-66bd4c1a0de3,HN Technik,https://play-lh.googleusercontent.com/a-/ALV-UjW79smg0AagUpqcboMBIjj97wGLRlp3-Ag_NA0fIDHlINtTOKMe,Makin kesini makin jelek aplikasi nya. Lemot.banyak bug nya. Gambar gak langsung muncul.di kolom pencarian gak sesuai gambar nya dengan yang kita tulis. Buat pihak pengembang Tolong diperbaiki lagi aplikasinya.jang update melulu tapi aplikasinya makin jelek.,1,322,3.26.17,2024-05-27 18:21:32,"Hai kak, maaf ya udah bikin kakak tidak puas dalam menggunakan aplikasi Shopee. Agar mimin bisa bantu memaksimalkan penggunaan Shopee yuk infoin kendala kakak melalui live chat/DM ke social media di @Shopee_id / @Shopeecare. Sehat selalu ^XT",2024-01-16 13:11:35,3.26.17
35704148-632f-4f56-a4d7-96bf2f701ddb,Riski Paputungan,https://play-lh.googleusercontent.com/a/ACg8ocJX9rXvCT0ILA53SNS4sHcmdYDEsFJi0ACjauDZ7KtcVOyE-Q=mo,"sangat buruk, apalagi kurinya SPX sangat tidak ramah dan barang selalu datang terlambat dan tidak sesuai estimasi yg di tentukan, saran saya untuk jasa expedisi SPX di tiadakan saja",1,17,3.26.18,2024-06-02 03:40:44,"Hi ka, maaf ya udh bkn risau terkait kurir yg tdk ramah dan pengiriman pesanan kakak.  Mimin bantu infoin kl lama pengiriman pesanan menyesuaikan jarak, banyaknya pesanan pada jasa kirim dan pilihan layanan pengiriman. Agar bs mimin cek, kakak bs infoin ke mimin username akun Shopee dan no pesanannya lewat DM IG @shopee_id ya. Stay safe 🙏^RH",2024-06-02 05:12:38,3.26.18
277d9ff4-d9dd-47d2-9045-86f67a53fe7b,Hey MAMA,https://play-lh.googleusercontent.com/a-/ALV-UjWwA41ZZr8Z59DNkJ9yQHSqgJDN94mAlI39p-46pLFZukXpteY,"Shopee makin kesini makin ngadi².. Lagi adem ayem tiba² ada notif ""akun anda dibatasi"" Lah gk lagi ngapa²in, gk lagi transaksi, tiba2 akun keluar sendiri terus gk bisa login lagi cihh.. Untung aja paket terakhir keburu dateng kemaren, tapi rugi lah akun shopee dah nyambung ke bank², e-wallet, dll. Mana pake KTP juga kan sekali pakai, lah gimana dong kalo bikin baru pake KTP siapa? Udah minta perbaikan ke CS, udah pengajuan tapi blm bener². Ribet juga pengajuannya, padahal bukan salah pengguna.",1,0,3.27.09,2024-06-03 09:21:44,"Hi kak, maaf buat resah terkait kendala akun dibatasi dan ketentuan KTP. Mimin bantu infoin untuk 1 KTP hanya dapat digunakan di 1 akun saja ya kak. Sedangkan terkait kendala akun dibatas boleh infoin ss kendala dan username akun shopee kamu ke DM IG @Shopee_ID / @Shopeecare ya. Stay safe^RD",2024-06-03 10:11:47,3.27.09
4cdcb4f8-6332-42cf-81b7-d1aa50cf219a,Salsha Aulia,https://play-lh.googleusercontent.com/a/ACg8ocJfj4DQp8sHbdige64aNmi7RyMtgMv3WjndSFsBphugCFrNGQ=mo,"Aplikasi nggak bisa dibuka, tiap mau masuk tampilan apk shopee hilang timbul dari orange ke hitam Ini gimana mau buka apk coba, nggak bisa masuk, udah 3x instal ulang, tapi permasalahan masih sama. Udah cek semua apk, tapi nggak ada yg bermasalah. Cuman apk shopee yg error Bahkan udah di instal ulang setelah sehari di un instal masih error",2,1704,3.23.36,2024-04-24 12:02:57,"Hi kak, maaf ya terkait kendala pada aplikasi shopee kamu. Mimin infoin pastiin jaringan internet km stabil dan pastikan aplikasi kamu dlm versi terbaru. Kamu juga bisa clear cache, logout dan login kembali. Coba secara berkala ya kak selama 1x24 jam, Klo msh gk bisa yuk infoin lebih detail kendalanya ke DM @Shopeecare_id. Stay safe🙏^DV",2024-04-22 14:34:59,3.23.36
752959d4-d9ec-4bba-8887-e33485226496,Shifa Rafidah.i,https://play-lh.googleusercontent.com/a-/ALV-UjWiAcNT09D8_HjnGdqln-rTPRmubIof4T3gln_CXjbh9FkWCDPC,"Sering error mau pencet barang g bisa bisa pdhl jaringan bagus, yg pling bikin ksl skrg kena biaya penanganan jg pdhl bukan cod, makin banyak biayanya yg harus dikeluarin pertransaksi. Dlu g seperti ini, tiap transaksi to' harga barangnya aja pas update jdi nambah seribu okelah tpi kalo makin lama makin naik agak nyebelin",3,10,3.27.09,2024-06-01 16:39:16,"Hai Kak, maaf terkait kendala aplikasi kamu. mimin saranin, pastikan jaringan stabil, lalu Clear Cache dgn cara ke Akun Shopee > menu ""Saya"" > ""Pengaturan Akun"" > ""Informasi"" > ""Bersihkan Cache"", coba berkala dalam 1x24 jam ya kak, jika nantinya masih terkendala bisa infoin ke mimin melalui DM IG @shopee_id ya kak. ya kak. Stay safe 🙏^PT",2024-06-01 17:33:12,3.27.09
e2ee882c-c447-447b-a781-a3e9df85ccfb,Christine Meidalina Harefa,https://play-lh.googleusercontent.com/a/ACg8ocJ5M82vOaALqRchMY_KDJTha2W3PHvIY_TwsudXs5HHGZ8aZw=mo,"Bagus sih, tapi makin kesini lama2 shopee makin banyak biaya2nya jadi sedikit males buka2 shopee, biaya layanan 1000+ biaya penangan 1000, beli barang cuma berapa eh biaya2 yg mahal. Padahal sering beli2 barang, kalo di itung2 tiap belanja 5 toko berbeda udah boncos 10 rb.",5,120,3.26.17,2024-06-02 04:29:20,"Hi kak, mohon maaf atas ketidaknyamanannya terkait kendala biaya penanganan. Mimin infokan per tgl 1 Juni 2024, pengguna Shopee akan dikenakan biaya penanganan sebesar Rp 1.000 jika melakukan pembayaran menggunakan ShopeePay ya kak . Jika ada pertanyaan/kendala terkait Shopee bisa hubungi mimin di DM social media kita @shopee_id ya kak. Stay safe🙏",2024-06-02 06:35:33,3.26.17
22a8f5db-e959-4b8c-9574-aeed8c19588c,ozhara aisyia,https://play-lh.googleusercontent.com/a-/ALV-UjVxYJ-mTjzHv-iCV_Te3uTAXmtmzSr9C1wGEjx3r9xORgonf4BtuQ,"saya jualan craft merch, agak ribet kalo gak setting toko jadi pre-order karna saya jualan sendirian ga ada yg bantuin. baru tau kalo ternyata setting semua etalase jadi pre-order kena penalty. bisa dipertimbangkan lagi mungkin untuk aturan tersebut karna menyulitkan seller² yang produknya handmade skala kecil. apalagi gak semua seller fokus jualan aja, ada yang kerja sambil jualan juga, jadi butuh waktu lebih untuk mengemas orderan",1,3,3.25.11,2024-06-03 12:09:50,"Hallo kak, maaf ya kak udah bikin ga nyaman. Shopee selalu berupaya untuk meningkatkan pelayanan kepada pengguna maupun ke penjual yah kak dan akan selalu berusaha memberikan yang terbaik. Jika kakak ada kendala mengenai Shopee untuk detailnya jangan sungkan buat japri aku ke IG DM @shopee_id yah kak. Mimin tunggu 🙏^KB",2024-06-03 13:52:36,3.25.11
ac8d1761-34f6-43f6-9fae-dff0c635c743,Donny Putra,https://play-lh.googleusercontent.com/a-/ALV-UjWDwV4a9doI-mAdRbFbjcA8du5JmgdGruqJDT7WiJvghKLp7U2niA,"Aplikasi cukup bagus dan menarik utk jualan maupun beli online. Tapi maaf bintangnya saya kurangi karena makin lama makin berat loadingnya... sbg seller buka produk yg dikirim/ rincian pesanan dan buat bayar, isi saldo, transaksi lainnya berat/lama prosesnya, leleet, lemot. Mhn aplikasinya dibuat lebih cepat dan ringan, seperti aplikasi sebelah yg lebih cepat dan tidak lemot",3,124,3.26.16,2024-05-27 13:54:00,"Hi kak Donny, maaciw bgt ya utk bintang 5 nya 😍 emg Shopee paling mantips kan kak hihi. Moga kamu nyaman dan setia terus yaw kak sama Shopee. Kalau nanti ada kendala terkait Shopee, silakan hubungi mimin melalui Live Chat aplikasi ya. Sehat selalu! 💕 ^KR",2022-10-09 06:40:21,3.26.16
46730c9f-dd5b-482b-ae40-3ad6735353bb,Nery Wigati,https://play-lh.googleusercontent.com/a-/ALV-UjXOQLE167XoMCGdWtAj5ZdSakUVVvCg_KQSmzpJoTZJzsKC0QFg,"Aplikasi bagus. Tampaknya murah, tp after checkout ada biaya layanan sendiri 1.000. Trs ada juga biaya penanganan yg makin hari makin di luar nurul bisa sampai 5rb rupiah sendiri. Kan lawak bilangnya diskon 15 persen tp endingnya sama aja sama harga awal. Lawak banget deh",3,2,3.27.09,2024-06-03 08:29:29,"Hi kak, maaf terkait biaya layanan dan biaya penanganan. Mimin bantu infoin Per 1 Juni 2024, setiap transaksi untuk produk fisik menggunakan metode pembayaran ShopeePay (tanpa minimum pembelian), Pembeli akan dikenakan biaya penanganan sebesar Rp1.000. kalo ada kendala atau pertanyaan lain bisa DM mimin di IG @shopeecare_id ya kak. Met Sore 😊 ^JP",2024-06-03 09:19:50,3.27.09
0529d54f-6284-4275-a9ec-bb227bf01561,SepRina,https://play-lh.googleusercontent.com/a-/ALV-UjVwsm1Rz75IAo8PEdf131wgTk0U6dJxPzN7g3SZLFRyVLDSTAHr,"Sejak upgrade shopee terbaru, tiap buka aplikasinya LEMOTTTT BANGET, udah hampir seminggy LEMOT BANGETTTTTT, jd gmna ini solusinya ?? Udah dibersihin carche nya, udah log out jg tp tetap lemot juga",1,1,3.27.09,2024-06-03 08:11:16,"Hi kak maaf ya udah buat kaka resah terkait kendala aplikasi shopee, mimin saranin kaka untuk melakukan clear cache secara berkala selama 1X24 jam, Jika kaka masih ada kendala atau pertanyaan terkait Shopee jangan sungkan DM mimin di @Shopee_id / @Shopeecare ya, Selamat beraktivitas 🙏^CT",2024-06-03 09:39:54,3.27.09
3ea25ddf-be2c-4907-a36b-9c5a1adcbaaf,Aa Supriyadi,https://play-lh.googleusercontent.com/a-/ALV-UjWCbtC6sXpBTj1FcphMB71DOHWreLC36Tm2sAZrSplgOPluvuWvRQ,"Sekarang shoppe aneh, pesanan tidak bergerak, stagnan di penjual, curiganya barang tidak tersedia, tapi ditampilan seperti banyak stok,klo bs toko yg begitu sebaiknya di cut, Krn merugikan customer, hanya harap menunggu sudah mau seminggu, tinggal refund, mending klo belanja yg sama harga sama, klo nambah, merepotkan. Sudahlah",1,15,3.27.09,2024-06-02 11:39:52,"hi kak maaf mengenai pesanan kakak, mohon kakak bisa ajukan perpanjangan masa garansi atau ajukan pengembalian barang/dana, agar bisa mimin cek, mohon diinfokan no pesanan ke live chat. ditunggu ya kak ^PC",2024-06-02 13:13:07,3.27.09
2d8f0829-dc0f-47c9-ac32-9d12f03025a5,Muh Kayd,https://play-lh.googleusercontent.com/a/ACg8ocJmBnwG6F_h_uZT74-phiw9YUnPRfzZb4ciq9exsz5RnuF32A=mo,Baru kali ini pesannya lama banget... Paket sampai ditangan kurir dari tanggal 30 mei 2024 dan sekarang tgl 2 Juni belum juga diterima.... Malahan saya baca di status pengiriman munculnya paket gagal dikirim disebabkan penerima tidak bisa dihubungi atau tidak ada di lokasi... Saya cek buktinya padahal itu bukan paket saya.. malah nama prmpuan dan kecamatan pun beda... Di satu pesanan ini udah 2x kurir taruh status pesanan saya kayak gitu dan pas dicek ternyata sama kasusnya.. itu bukan pakt saya,1,11,3.24.17,2024-06-02 11:50:06,"Hi kak maaf utk kendalanya, terkait pesanan yg gagal dikirimkan mhon utk pastikan berada di alamat saat proses pengantaran pesanan, alamat pada pesanan sudah sesuai dan nomor telepon dalam keadaan aktif agar kurir bisa menghubungi kmu. Utk pengecekan mohon utk infokan detailnya melalui DM ke Media Sosial @Shopee_id / @Shopeecare. Terimakasih🙏^YJ",2024-06-02 12:57:22,3.24.17
2bcfb53a-75a1-4222-9f24-dacfda7f581f,Devi April,https://play-lh.googleusercontent.com/a/ACg8ocJVjti9z2vDsQjANmrUs5O-2RIoUBgMjSTNL6XfGyFjPzaXTg=mo,"jelek banget, masa buat isi alamat aja loading nya lama banget, padahal jaringan bagus, koutanya juga banyak, tolong di perbaiki , ga bisa beli aneh bet, bilang nya voucher kadaluarsa di off in voucher nya aja g bisa, gmna sih",1,0,3.27.09,2024-06-03 08:29:37,"Hi Kak, maaf bgt ya buat kamu resah terkait kendala aplikasimu. Mimin saranin Kakak bisa lakukan clear chace dg cara masuk ke Akun Shopee > menu ""Saya"" > ""Pengaturan Akun"" > ""Tentang"" > ""Hapus Cache"". Klo masih terkendala mohon hubungi kami dg memberikan screenshot review ini DM ke Social Media kita @Shopee_id / @Shopeecare ya🙏^JP",2024-06-03 09:30:52,3.27.09
f96cd262-08ce-4caa-a328-f148ea7e0043,Bagas rizqy Eka waluyo,https://play-lh.googleusercontent.com/a-/ALV-UjWlYiorec1SV3vpUepY68q2XBVtq8HrfSYqDo-t2QJfkcPdL4Ts4A,"Aplikasinya SUPER DUPER LEMOT , semakin BERAT , tolong pengembang lebih diperhatikan lagi masalah ini . Karena sangat bikin tidak nyaman . Tetima kasih",2,1,3.25.11,2024-06-03 06:35:51,"Hi Kak, maaf ya buat kmu gak nyaman. Mengenai kendala App Shopee yg ngelag, mhn utk pastikan jaringan stabil, versi App sdh yg terbaru & kmu bs mencoba utk lakukan clearchace App & cb logout & login App secara berkala. Klau msh berkendala jgn ragu berikan tangkapan review ini melalui Live Chat/DM ke Social Media Shopee di @Shopee_id. Stay safe🙏^TR",2024-06-03 07:31:22,3.25.11
8192c690-d5a2-4665-9768-8710ee1d644a,Hilma Karimah,https://play-lh.googleusercontent.com/a/ACg8ocJDYuD3J7BPCPlJemquvA4bpq6J2-n_J5x3B_Z8wfJnyVZj-Q=mo,Payah... Saldo Shopeepay udh cukup buat check-out tapi gak bisa digunain... Yg tdinya gak ada biaya penanganan pake Shopeepay sekarang jadi ada biaya penanganan... Bener² parah banget.. Tiba² selalu keluar sendiri juga dari aplikasi..,2,5,3.27.09,2024-06-02 02:01:40,"Hi ka, maaf ya udh bkn risau terkait checkout menggunakan ShopeePay. Pastikan saldo ShopeePay sesuai dgn total pesanan sblm dikurangi gratis ongkir, diskon ataupun penukaran koin Shopee ya. Mimin saranin kakak jg bs clear cache apk Shopee kakak. Agar bs mimin cek, kakak bs infoin ke mimin SS kendalanya lewat DM IG @shopee_id ya. Stay safe 🙏^RH",2024-06-02 02:25:52,3.27.09
0bba0883-8097-4178-8bc1-8df301a289cf,Karisma Sagita,https://play-lh.googleusercontent.com/a/ACg8ocJftoY1RMkq7IGyyVZAXIV56xaT8Hgc77Ouo1Mq00Tr1apDlQ=mo,"Kecewa sama Shopee. Bukan nya gimana² tp kayanya semakin kesini ada aja biaya tambahan, tadinya tambahan pelayanan skrg biaya layanan. Gajelas lama². Udah lah males make Shopee. Mending belanja di tiktok.",2,6,3.27.09,2024-06-01 19:01:25,"Hai kak, maaf ya buat gk nyaman. Hal ini akan menjadi pelajaran buat Mimin dan Shopee kedepannya, agar kedepannya Mimin dan Shopee bisa lebih baik lagi dalam memberikan pelayanan, jika kakak ada kendala bisa infoin detail nya ke DM sosmed Shopee Indonesia ya, met pagi ^HG",2024-06-01 21:26:45,3.27.09
f8408b50-3ad1-4b6a-af12-fd72aa78957d,Mo Ilmi,https://play-lh.googleusercontent.com/a-/ALV-UjWhRnp7LvRY7ML9XXFmtMVq4OVi0yMV7a69fzXUh2QVxtcnKtKM,"Kasi settin llah buat live gk penting dan fitur yang bikin berat ini. Search engine macam sampah, iklan bolehlah, tapi produk yg ditampilkan yang sesuai napa. Semakin kesini semakin susah aja buat belanja, sampah.",1,17,3.27.09,2024-06-01 09:26:19,"Hii kak maaf banget ya udh bkin kamu ga nyaman. Terkait kendala kamu mimin saranin utk pastiin jaringan yg kamu gunakan stabil , lakukan clear cache login logout dan coba berkala 1x24 jam. Mohon hubungi kami dengan memberikan screenshot review ini melalui Live Chat atau DM ke Social Media kita @Shopee_id / @Shopeecare ya. Sehat selalu ^CF",2024-01-11 22:16:27,3.27.09
c4cfd754-486f-4ccc-9abc-8b27cc7e37a4,Zack Bayu,https://play-lh.googleusercontent.com/a/ACg8ocIZVQ7yxie8UNF1N5yuDjeiyupJFFSlZfgJyjslrCvQ3ErYcQ=mo,"Belanja mudah tidak perlu keluar rumah. Sekedar saran untuk shopee. Teruntuk penjual yang nakal kita pesen barang tapi tidak sama dengan yang datang,mending barangnya disita aja, semua trans saksi mengunakan shopee pay.",5,322,3.27.09,2024-05-31 15:33:43,"Hi kak, makasih ya buat bintang 5 dan feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM mimin di @Shopee_id ya kak . Stay Safe🙏 ^IR",2024-05-31 16:15:51,3.27.09
1e70cb52-03fa-44e3-9829-c4db06714df8,beny yulianto,https://play-lh.googleusercontent.com/a/ACg8ocLOOy2rB0YVq1lQ0ofDx41RimZsFDTL2r_PMwdbJwSd3HA0GA=mo,"Saya menyukai aplikasi ini karena tampilanya yang mudah dimengerti beserta dengan fitur-fiturnya yg ok. Kemudahan prosesnya, bnyak promonya sangat membantu sekali.",5,3,3.27.09,2024-06-02 11:49:46,,,3.27.09
eaacd7aa-c055-4bf4-b3ce-8d0eab8f6259,Nurul Hidayah,https://play-lh.googleusercontent.com/a-/ALV-UjVv_AoIh-XTl13sl4_PeboklacGd3ofXN_4m1xaMuepI5jIZDA,Masalah apk shopee nya bagus sekali puas juga mslh belanja online tapi kalo sudah pengiriman lewat spx saya paling gak suka Krn prosesnya lambat dan untung2 barang sampai ditangan..tapi kebanyakan barang gak sampai ditangan kalo pesan lewat spx,5,0,3.27.09,2024-06-03 03:44:01,"Hai kak, terima kasih ya untuk feedbacknya. Terkait pengiriman menyesuaikan jarak antara pembeli & Penjual dan blm terhitung kendala saat pengiriman. Kedepan  Shopee akan slalu berusaha memberikan pelayanan yang lebih baik
Klo ada pertanyaan/kendala, kaka bisa hubungi DM Social Media @Shopee_id atau Live Chat ya. Sehat selalu 🙏^FL",2024-06-03 04:47:41,3.27.09
051b96d4-2308-47d5-87be-60f61e234fa7,Rahmat Afandi,https://play-lh.googleusercontent.com/a/ACg8ocKAAYmXSYers-LgEf8lxy9bQOLGy5vsv8cQntt5yJhCgV9NWA=mo,Apk nya udh agak mendingan agak gk berat tapi masih ada bug yaitu kalau udah beli kok tidak bisa di konfirmasi ya selalu ada tulisan telah terjadi kesalahan mohon mencoba lain waktu tolong fixs bug itu,4,1,3.27.09,2024-06-03 07:38:46,"Hi kak, maaf ya terkait kendala yang kakak alami, untuk masukan dari Kakak, akan kami jadikan acuan untuk menjadikan Shopee lebih baik lagi. Kalau ada pertanyaan terkait Shopee jangan sungkan DM mimin di @Shopee_id / @Shopeecare ya, Selamat beraktivitas 😊^XL",2024-06-03 05:08:47,3.27.09
1869054c-3150-449f-b3bd-ce9512839f4f,Naara M,https://play-lh.googleusercontent.com/a-/ALV-UjVqmvFg34F0Y-P-_q5XOE3k7OlX4yeTYwmMXCbYtu-Lf4KyHjDL,"Sekarang payment pakai shopepay dipotong banyak, pertama kalau transfer dari rek ke shopepay dipotongRp. 1000, kedua kalau pakai shopepay bayar dipotong 2000 utk biaya penanganan 1000 & biaya layanan 1000. Maruk bgt shopee segitunya kamu ! Di tiktok ga ada spt itu. Sekali belanja langsung kena 2 x potongan. Diubah spt dulu lagilah. Terimaksih",2,2,3.27.09,2024-06-03 01:07:28,,,3.27.09
